TestCaseID,Kind,Subtype,TestGroup,DocTypeCode,DocClass,TaxCategory,TransactionFlags,ItemType,Currency,Scenario/CondFields,SeedXML,InstanceXML,Mutation/Build,PredictedOutcome,ExpectedRuleID,RuleLayer,BusinessTerms,RuleMessage,RejectSource,ActualOutcome,FiredRuleIDs,Status,SourceRef,Notes
NEG:ibr-044,Negative,per-assert,Allowance-Charge,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate ibr-044: Each Invoice line charge (ibg-28) MUST have an Invoice line charge reason (ibt-144) or an invoice line charge reason cod [IBG-28,IBT-144,IBT-145]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-044.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator='true']/cbc:AllowanceChargeReason ; del cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator='true']/cbc:AllowanceChargeReasonCode,INVALID (fires ibr-044),ibr-044,BASE,"IBG-28,IBT-144,IBT-145",Each Invoice line charge (ibg-28) MUST have an Invoice line charge reason (ibt-144) or an invoice line charge reason cod,schematron,FAIL,ibr-044,VERIFIED,schematron BASE,
NEG:ibr-082,Negative,documented,Allowance-Charge,n/a,n/a,n/a,n/a,n/a,n/a,Assert ibr-082 unreachable via harness (PREDICATE-SHADOWED). Requirement: Allowance/charge indicator value MUST equal 'true' or 'false'.,,(documented — no instance),,INVALID,ibr-082,BASE,,Allowance/charge indicator value MUST equal 'true' or 'false'.,,,,DOCUMENTED,schematron BASE,PREDICATE-SHADOWED
NEG:ibr-sr-61,Negative,per-assert,Allowance-Charge,480,Commercial Invoice,E,Standard,n/a,AED,"Fault injected to violate ibr-sr-61: Allowance/charge tax exemption reason (ibt-197) (ibt-199) MUST occur maximum once. [IBT-197,IBT-199]",pint-invoice/Doc-level-allowance-E-category.xml,catalog_xml/NEG_ibr-sr-61.xml,seed=pint-invoice/Doc-level-allowance-E-category.xml ; add cac:AllowanceCharge/cac:TaxCategory (<cbc:TaxExemptionReason>a</cbc:TaxExemptionReason><cbc:TaxExemptionReason>b</cbc:TaxExemptionReason>),INVALID (fires ibr-sr-61),ibr-sr-61,BASE,"IBT-197,IBT-199",Allowance/charge tax exemption reason (ibt-197) (ibt-199) MUST occur maximum once.,schematron,FAIL,ibr-sr-61,VERIFIED,schematron BASE,
NEG:ibr-052,Negative,per-assert,References/Dates,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate ibr-052: Each Additional supporting document (ibg-24) MUST contain a Supporting document reference (ibt-122). [IBG-24,IBT-122]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-052.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:AdditionalDocumentReference/cbc:ID,INVALID (fires ibr-052),ibr-052,BASE,"IBG-24,IBT-122",Each Additional supporting document (ibg-24) MUST contain a Supporting document reference (ibt-122).,schematron,FAIL,ibr-052,VERIFIED,schematron BASE,
NEG:ibr-sr-33,Negative,per-assert,References/Dates,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-sr-33: Supporting document description (ibt-123) MUST occur maximum once [IBT-123],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-sr-33.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup cac:AdditionalDocumentReference/cbc:DocumentDescription,INVALID (fires ibr-sr-33),ibr-sr-33,BASE,IBT-123,Supporting document description (ibt-123) MUST occur maximum once,schematron,FAIL,ibr-sr-33,VERIFIED,schematron BASE,
NEG:ibr-080,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-080: The Buyer electronic address (ibt-049) MUST be provided. [IBT-049],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-080.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:AccountingCustomerParty/cac:Party/cbc:EndpointID,INVALID (fires ibr-080),ibr-080,BASE,IBT-049,The Buyer electronic address (ibt-049) MUST be provided.,schematron,FAIL,ibr-080,VERIFIED,schematron BASE,
NEG:ibr-063,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-063: The Buyer electronic address (ibt-049) MUST have a Scheme identifier. [IBT-049],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-063.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:AccountingCustomerParty/cac:Party/cbc:EndpointID/@schemeID,INVALID (fires ibr-063),ibr-063,BASE,IBT-049,The Buyer electronic address (ibt-049) MUST have a Scheme identifier.,schematron,FAIL,ibr-063,VERIFIED,schematron BASE,
NEG:ibr-011,Negative,per-assert,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-011: The Buyer postal address (ibg-08) MUST contain a Buyer country code (ibt-055). [IBG-08,IBT-055]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-011.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode,INVALID (fires ibr-011),ibr-011,BASE,"IBG-08,IBT-055",The Buyer postal address (ibg-08) MUST contain a Buyer country code (ibt-055).,schematron,FAIL,ibr-011;ibr-079,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-079): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-sr-54,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-sr-54: The Buyer Postal Address Line (ibt-163) MUST occur maximum once [IBT-163],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-sr-54.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line,INVALID (fires ibr-sr-54),ibr-sr-54,BASE,IBT-163,The Buyer Postal Address Line (ibt-163) MUST occur maximum once,schematron,FAIL,ibr-sr-54,VERIFIED,schematron BASE,
NEG:ibr-057,Negative,per-assert,Transaction-Flag,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate ibr-057: Each Deliver to address (ibg-15) MUST contain a Deliver to country code (ibt-080). [IBG-15,IBT-080]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-057.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode,INVALID (fires ibr-057),ibr-057,BASE,"IBG-15,IBT-080",Each Deliver to address (ibg-15) MUST contain a Deliver to country code (ibt-080).,schematron,FAIL,ibr-057;ibr-079,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-079): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-sr-56,Negative,per-assert,Cardinality,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-sr-56: The Delivery Postal Address Line (ibt-165) MUST occur maximum once [IBT-165],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-sr-56.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine/cbc:Line,INVALID (fires ibr-sr-56),ibr-sr-56,BASE,IBT-165,The Delivery Postal Address Line (ibt-165) MUST occur maximum once,schematron,FAIL,ibr-sr-56,VERIFIED,schematron BASE,
NEG:ibr-012,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-012: An Invoice MUST have the Sum of Invoice line net amount (ibt-106). [IBT-106],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-012.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:LegalMonetaryTotal/cbc:LineExtensionAmount,INVALID (fires ibr-012),ibr-012,BASE,IBT-106,An Invoice MUST have the Sum of Invoice line net amount (ibt-106).,schematron,FAIL,ibr-012;ibr-co-10;ibr-co-13,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-10;ibr-co-13): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-013,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-013: An Invoice MUST have the Invoice total amount without Tax (ibt-109). [IBT-109],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-013.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount,INVALID (fires ibr-013),ibr-013,BASE,IBT-109,An Invoice MUST have the Invoice total amount without Tax (ibt-109).,schematron,FAIL,ibr-013;ibr-co-13;ibr-co-15,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-13;ibr-co-15): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-014,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-014: An Invoice MUST have the Invoice total amount with Tax (ibt-112). [IBT-112],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-014.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount,INVALID (fires ibr-014),ibr-014,BASE,IBT-112,An Invoice MUST have the Invoice total amount with Tax (ibt-112).,schematron,FAIL,ibr-014;ibr-co-15;ibr-co-16,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-15;ibr-co-16): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-015,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-015: An Invoice MUST have the Amount due for payment (ibt-115). [IBT-115],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-015.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:LegalMonetaryTotal/cbc:PayableAmount,INVALID (fires ibr-015),ibr-015,BASE,IBT-115,An Invoice MUST have the Amount due for payment (ibt-115).,schematron,FAIL,ibr-015;ibr-co-16,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-16): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-091,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-091: Invoice amount due for payment (ibt-115) MUST have no more than 2 decimals. [IBT-115],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-091.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:LegalMonetaryTotal/cbc:PayableAmount = 1.234,INVALID (fires ibr-091),ibr-091,BASE,IBT-115,Invoice amount due for payment (ibt-115) MUST have no more than 2 decimals.,schematron,FAIL,ibr-091;ibr-co-16,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-16): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-121,Negative,per-assert,Allowance-Charge,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-121: Document level allowance amount (ibt-107) MUST have no more than 2 decimals. [IBT-107],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-121.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; set cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount = 1.234,INVALID (fires ibr-121),ibr-121,BASE,IBT-107,Document level allowance amount (ibt-107) MUST have no more than 2 decimals.,schematron,FAIL,ibr-121;ibr-co-11;ibr-co-13,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-11;ibr-co-13): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-122,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-122: Document level charge amount (ibt-108) MUST have no more than 2 decimals. [IBT-108],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-122.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; set cac:LegalMonetaryTotal/cbc:ChargeTotalAmount = 1.234,INVALID (fires ibr-122),ibr-122,BASE,IBT-108,Document level charge amount (ibt-108) MUST have no more than 2 decimals.,schematron,FAIL,ibr-122;ibr-co-12;ibr-co-13,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-12;ibr-co-13): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-123,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-123: Invoice total amount without TAX (ibt-109) MUST have no more than 2 decimals. [IBT-109],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-123.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount = 1.234,INVALID (fires ibr-123),ibr-123,BASE,IBT-109,Invoice total amount without TAX (ibt-109) MUST have no more than 2 decimals.,schematron,FAIL,ibr-123;ibr-co-13;ibr-co-15,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-13;ibr-co-15): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-125,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-125: Invoice total amount with TAX (ibt-112) MUST have no more than 2 decimals. [IBT-112],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-125.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount = 1.234,INVALID (fires ibr-125),ibr-125,BASE,IBT-112,Invoice total amount with TAX (ibt-112) MUST have no more than 2 decimals.,schematron,FAIL,ibr-125;ibr-co-15;ibr-co-16,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-15;ibr-co-16): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-co-10,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-co-10: Sum of Invoice line net amount (ibt-106) = Σ Invoice line net amount (ibt-131). [IBT-106,IBT-131]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-co-10.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:LegalMonetaryTotal/cbc:LineExtensionAmount = 99999.99,INVALID (fires ibr-co-10),ibr-co-10,BASE,"IBT-106,IBT-131",Sum of Invoice line net amount (ibt-106) = Σ Invoice line net amount (ibt-131).,schematron,FAIL,ibr-co-10;ibr-co-13,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-13): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-co-11,Negative,per-assert,Allowance-Charge,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate ibr-co-11: Sum of allowances on document level (ibt-107) = Σ Document level allowance amount (ibt-092). [IBT-092,IBT-107]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-co-11.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; set cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount = 99999.99,INVALID (fires ibr-co-11),ibr-co-11,BASE,"IBT-092,IBT-107",Sum of allowances on document level (ibt-107) = Σ Document level allowance amount (ibt-092).,schematron,FAIL,ibr-co-11;ibr-co-13,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-13): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-co-12,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate ibr-co-12: Sum of charges on document level (ibt-108) = Σ Document level charge amount (ibt-099). [IBT-099,IBT-108]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-co-12.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; set cac:LegalMonetaryTotal/cbc:ChargeTotalAmount = 99999.99,INVALID (fires ibr-co-12),ibr-co-12,BASE,"IBT-099,IBT-108",Sum of charges on document level (ibt-108) = Σ Document level charge amount (ibt-099).,schematron,FAIL,ibr-co-12;ibr-co-13,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-13): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-co-13,Negative,per-assert,Allowance-Charge,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate ibr-co-13: Invoice total amount without Tax (ibt-109) = Σ Invoice line net amount (ibt-131) - Sum of allowances on document level ( [IBT-107,IBT-108,IBT-109,IBT-131]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-co-13.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; set cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount = 99999.99,INVALID (fires ibr-co-13),ibr-co-13,BASE,"IBT-107,IBT-108,IBT-109,IBT-131",Invoice total amount without Tax (ibt-109) = Σ Invoice line net amount (ibt-131) - Sum of allowances on document level (,schematron,FAIL,ibr-co-13;ibr-co-15,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-15): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-co-16,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-co-16: Amount due for payment (ibt-115) = Invoice total amount with Tax (ibt-112) - Paid amount (ibt-113) + Rounding amount (ib [IBT-112,IBT-113,IBT-114,IBT-115]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-co-16.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:LegalMonetaryTotal/cbc:PayableAmount = 99999.99,INVALID (fires ibr-co-16),ibr-co-16,BASE,"IBT-112,IBT-113,IBT-114,IBT-115",Amount due for payment (ibt-115) = Invoice total amount with Tax (ibt-112) - Paid amount (ibt-113) + Rounding amount (ib,schematron,FAIL,ibr-co-16,VERIFIED,schematron BASE,
NEG:ibr-001,Negative,per-assert,Doc-Type,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-001: An Invoice MUST have a Specification identifier (ibt-024). [IBT-024],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-001.xml,seed=pint-invoice/Standard tax invoice.xml ; del cbc:CustomizationID,INVALID (fires ibr-001),ibr-001,BASE,IBT-024,An Invoice MUST have a Specification identifier (ibt-024).,schematron,FAIL,aligned-ibrp-001-ae;ibr-001,VERIFIED,schematron BASE,co-fires EXPECTED (aligned-ibrp-001-ae): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-sr-63,Negative,per-assert,Doc-Type,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-sr-63: - A Specification identifier must not contain a wildcard character such as '*'. (ibt-024) [IBT-024],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-sr-63.xml,seed=pint-invoice/Standard tax invoice.xml ; set cbc:CustomizationID = urn:peppol:pint:billing-1@ae-1*,INVALID (fires ibr-sr-63),ibr-sr-63,BASE,IBT-024,- A Specification identifier must not contain a wildcard character such as '*'. (ibt-024),schematron,FAIL,ibr-sr-63,VERIFIED,schematron BASE,
NEG:ibr-002,Negative,per-assert,References/Dates,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-002: An Invoice MUST have an Invoice number (ibt-001). [IBT-001],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-002.xml,seed=pint-invoice/Standard tax invoice.xml ; del cbc:ID,INVALID (fires ibr-002),ibr-002,BASE,IBT-001,An Invoice MUST have an Invoice number (ibt-001).,schematron,FAIL,ibr-002,VERIFIED,schematron BASE,
NEG:ibr-003,Negative,per-assert,References/Dates,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-003: An Invoice MUST have an Invoice issue date (ibt-002). [IBT-002],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-003.xml,seed=pint-invoice/Standard tax invoice.xml ; del cbc:IssueDate,INVALID (fires ibr-003),ibr-003,BASE,IBT-002,An Invoice MUST have an Invoice issue date (ibt-002).,schematron,FAIL,ibr-003;ibr-141-ae,VERIFIED,schematron BASE,"co-fires EXPECTED (ibr-141-ae): same/adjacent element — the deletion removes a node the co-fired rule also reads (child, attribute, or sibling requirement)"
NEG:ibr-004,Negative,per-assert,Doc-Type,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-004: An Invoice MUST have an Invoice type code (ibt-003) / A Credit note MUST have a Credit note Type code (ibt-003). [IBT-003],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-004.xml,seed=pint-invoice/Standard tax invoice.xml ; del cbc:InvoiceTypeCode,INVALID (fires ibr-004),ibr-004,BASE,IBT-003,An Invoice MUST have an Invoice type code (ibt-003) / A Credit note MUST have a Credit note Type code (ibt-003).,schematron,FAIL,ibr-004,VERIFIED,schematron BASE,
NEG:ibr-005,Negative,per-assert,Currency/FX,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-005: An Invoice MUST have an Invoice currency code (ibt-005). [IBT-005],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-005.xml,seed=pint-invoice/Standard tax invoice.xml ; del cbc:DocumentCurrencyCode,INVALID (fires ibr-005),ibr-005,BASE,IBT-005,An Invoice MUST have an Invoice currency code (ibt-005).,schematron,FAIL,ibr-005;ibr-126;ibr-159-ae;ibr-175-ae;ibr-co-15,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-126;ibr-159-ae;ibr-175-ae;ibr-co-15): currency cascade — removing the currency code breaks every currency-dependent rule
NEG:ibr-006,Negative,per-assert,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-006: An Invoice MUST contain the Seller name (ibt-027). [IBT-027],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-006.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName,INVALID (fires ibr-006),ibr-006,BASE,IBT-027,An Invoice MUST contain the Seller name (ibt-027).,schematron,FAIL,ibr-006,VERIFIED,schematron BASE,
NEG:ibr-007,Negative,per-assert,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-007: An Invoice MUST contain the Buyer name (ibt-044). [IBT-044],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-007.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName,INVALID (fires ibr-007),ibr-007,BASE,IBT-044,An Invoice MUST contain the Buyer name (ibt-044).,schematron,FAIL,ibr-007,VERIFIED,schematron BASE,
NEG:ibr-008,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-008: An Invoice MUST contain the Seller postal address (ibg-05). [IBG-05],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-008.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del /ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress,INVALID (fires ibr-008),ibr-008,BASE,IBG-05,An Invoice MUST contain the Seller postal address (ibg-05).,schematron,FAIL,ibr-008,VERIFIED,schematron BASE,
NEG:ibr-010,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-010: An Invoice MUST contain the Buyer postal address (ibg-08). [IBG-08],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-010.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del /ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress,INVALID (fires ibr-010),ibr-010,BASE,IBG-08,An Invoice MUST contain the Buyer postal address (ibg-08).,schematron,FAIL,ibr-010,VERIFIED,schematron BASE,
NEG:ibr-016,Negative,per-assert,Cardinality,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-016: An Invoice MUST have at least one Invoice line (ibg-25) [IBG-25],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-016.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:InvoiceLine,INVALID (fires ibr-016),ibr-016,BASE,IBG-25,An Invoice MUST have at least one Invoice line (ibg-25),schematron,FAIL,aligned-ibrp-s-08;ibr-016;ibr-151-ae;ibr-co-10,VERIFIED,schematron BASE,"co-fires EXPECTED (aligned-ibrp-s-08;ibr-151-ae;ibr-co-10): same/adjacent element — the deletion removes a node the co-fired rule also reads (child, attribute, or sibling requirement)"
NEG:ibr-053,Negative,per-assert,Currency/FX,380,Tax Invoice,Z,Exports,G,USD,"Fault injected to violate ibr-053: If the Tax accounting currency code (ibt-006) is present, then the Invoice total Tax amount in accounting currency (ibt- [IBT-006,IBT-111]",pint-invoice/Exports.xml,catalog_xml/NEG_ibr-053.xml,seed=pint-invoice/Exports.xml ; del cac:TaxTotal/cbc:TaxAmount[@currencyID='AED'],INVALID (fires ibr-053),ibr-053,BASE,"IBT-006,IBT-111","If the Tax accounting currency code (ibt-006) is present, then the Invoice total Tax amount in accounting currency (ibt-",schematron,FAIL,ibr-053;ibr-084;ibr-175-ae,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-084;ibr-175-ae): currency cascade — the perturbed currency/exchange limb is read by all the co-fired currency rules
NEG:ibr-066,Negative,per-assert,Payment,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-066: An Invoice MUST contain maximum one Payment Card account (ibg-18). [IBG-18],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-066.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:PaymentMeans/cac:CardAccount,INVALID (fires ibr-066),ibr-066,BASE,IBG-18,An Invoice MUST contain maximum one Payment Card account (ibg-18).,schematron,FAIL,ibr-066,VERIFIED,schematron BASE,
NEG:ibr-067,Negative,per-assert,Payment,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-067: An Invoice MUST contain maximum one Payment Mandate (ibg-19). [IBG-19],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-067.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate,INVALID (fires ibr-067),ibr-067,BASE,IBG-19,An Invoice MUST contain maximum one Payment Mandate (ibg-19).,schematron,FAIL,ibr-067;ibr-sr-28,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-sr-28): in-family arithmetic/category cascade of the single injected fault
